CST 2026-07-17 20:03:48.932     0     0 I I00000/HiLog: ========Zeroth log of type: init
CST 2026-07-17 20:06:29.834  2205  2255 I C01631/GaussPD: [a92ab11ac5c1ed5, 2e0bb30, 182d8bc]  [0] [ADAPTER] [140486569347840] Not support binlog_default.writeLock file enable del monitor sysno = 25
CST 2026-07-17 20:06:29.834  2205  2205 I A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSceneContainer: issShowTransitionIconOrCard state is 0, isCombinationIcon:false
CST 2026-07-17 20:06:29.834  4826  4826 W C02c11/APPSPAWN: errno:2 bind mount /data/service/el1/100/for-all-app/fonts to /mnt/sandbox/100/cn.alfadb.netbird.e3vpna/data/service/el1/public/for-all-app/fonts
CST 2026-07-17 20:06:29.834  4826  4826 W C02c11/APPSPAWN: errno:2 bind mount /chip_prod/lib64/passthrough to /mnt/sandbox/100/cn.alfadb.netbird.e3vpna/chip_prod/lib64/passthrough
CST 2026-07-17 20:06:29.835  4826  4826 W C02c11/APPSPAWN: errno:2 bind mount /data/app/el1/bundle/public/com.huawei.hmos.arkwebcorelegacy to /mnt/sandbox/100/cn.alfadb.netbird.e3vpna/data/storage/el1/bundle/arkwebcorelegacy
CST 2026-07-17 20:06:29.835  4826  4826 W C02c11/APPSPAWN: check dir /data/app/el1/bundle/public/com.huawei.hmos.arkwebcorelegacy failed,strerror:No such file or directory
CST 2026-07-17 20:06:29.835  2205  2205 I C0392c/AceForEach: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [(100000:100000:scope)] ForEachNode skip mark dirty. Id[2373], Ids.size[1]
CST 2026-07-17 20:06:29.835  4826  4826 W C02c11/APPSPAWN: check dir /data/app/el1/public/aot_compiler/ark_cache/cn.alfadb.netbird.e3vpna failed,strerror:No such file or directory
CST 2026-07-17 20:06:29.835  2205  2205 I A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSceneContainer: isAnimSnapshotShow false, isShowContainerSnapshot.
CST 2026-07-17 20:06:29.836  2205  2255 I C01631/GaussPD: [a92ab11ac5c1ed5, 2e0bb30, 182d8bc]  [0] [ADAPTER] [140486569347840] Not support binlog_default.writeLock file enable del monitor sysno = 25
CST 2026-07-17 20:06:29.836  2205  2255 I C01631/GaussPD: [a92ab11ac5c1ed5, 2e0bb30, 182d8bc]  [0] [ADAPTER] [140486569347840] Not support binlog_default.writeIndex file enable del monitor sysno = 25
CST 2026-07-17 20:06:29.836  2205  2255 I C01631/GaussPD: [a92ab11ac5c1ed5, 2e0bb30, 182d8bc]  [0] [ADAPTER] [140486569347840] Not support binlog_default.writeIndex file enable del monitor sysno = 25
CST 2026-07-17 20:06:29.836  2205  2205 W C0393b/AceWindowScene: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [(100000:100000:scope)] parentId:2417, nodeId:2418, sessionId:30
CST 2026-07-17 20:06:29.837  2205  2205 I A01b00/SCB: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] LuoShuStateManager --> getLuoShuStateInfo: WMUtils {"luoShuState":0,"scenePanelState":1,"eventType":-1,"screenInfo":{"isLandscape":false,"foldState":1},"screenId":0,"holdingHandStatus":1}
CST 2026-07-17 20:06:29.837  2205  2205 I C03930/AceAnimation: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [(100000:100000:scope)] animateTo starts, dur:250, curve:linear, delay:20, cnt:58
CST 2026-07-17 20:06:29.837  2205  2205 W A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSCS: [SCBScenePanelViewModel] sceneAlpha from 0 to 1. reason: sceneContainerZoomIn, extra: EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1)
CST 2026-07-17 20:06:29.838  2205  2205 I A01b00/SCB: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] LocalEventManager: sendLocalEvent, send local event with no receiver
CST 2026-07-17 20:06:29.838  2205  2205 I A0001b/AA: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] OutSideWindowManager: globalSearchStatus: 0
CST 2026-07-17 20:06:29.838  2205  2205 I A01b09/RECENT: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] QuickSwitchRaiseTopAlarm: cancel alarm, reason: start scene from other
CST 2026-07-17 20:06:29.838  2205  2205 I A04200/WINDOW: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [SCBMission]SCBSceneMissionManager: startSceneFromOther, to: EntryAbility/cn.alfadb.netbird.e3vpna/entry/0 on screen 0
CST 2026-07-17 20:06:29.838  2205  2205 I A04200/WINDOW: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [SCBMission]SCBSceneMissionManager: no need defer start
CST 2026-07-17 20:06:29.838  2205  2205 I A04222/WMSMission: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] switch to onStartSceneTransition activeSessionId:30, toSessionId:30
CST 2026-07-17 20:06:29.838  2205  2205 W A04222/WMSMission: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [Screen:0][Panel:1]getMissionProcessor null, fallback to empty default
CST 2026-07-17 20:06:29.838  2205  2205 W A04222/WMSMission: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [Screen:0][Panel:2]getMissionProcessor null, fallback to empty default
CST 2026-07-17 20:06:29.838  2205  2205 I C0420a/WMSLife: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] RemoveLifeCycleTask: Removed lifeCyleTask PendingSessionActivation. PersistentId=30
CST 2026-07-17 20:06:29.838  2205  2205 I C0420a/WMSLife: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] ProcessPendingSessionActivationResult: persistentId:30, requestId:6,resultCode:1, resultMessage:
CST 2026-07-17 20:06:29.838  2205  2205 I A01b00/SCB: TaskpoolUtil: task sequenceExecute
CST 2026-07-17 20:06:29.838  2205  2205 I A01b00/SCB: TaskpoolUtil: task sequenceExecute finally
CST 2026-07-17 20:06:29.839  2205  2205 I C04216/WMSPattern: [a92ab11ac5c1ed5, 146e720, 182d8bc] GetPreloadStartingWindow: svgBufferInfo 30
CST 2026-07-17 20:06:29.839  2205  2205 I C04216/WMSPattern: [a92ab11ac5c1ed5, 146e720, 182d8bc] ResetPreloadStartingWindow: 30
CST 2026-07-17 20:06:29.839  2205  2205 I C0393b/AceWindowScene: [a92ab11ac5c1ed5, 146e720, 182d8bc] [(100000:100000:scope)] OnPreLoadStartingWindowFinished buffer id:30
CST 2026-07-17 20:06:29.839  2205  2240 I C03f05/NAPI: taskpool:: Task Perform: j71, 3866912943, runningLoop: 140487709480800
CST 2026-07-17 20:06:29.839  2205  2205 I C0393b/AceWindowScene: [a92ab11ac5c1ed5, 146e720, 182d8bc] [(100000:100000:scope)] OnPreLoadStartingWindowFinished id 30 host id 2418
CST 2026-07-17 20:06:29.839  2205  2205 I C04202/WMSMain: [a92ab11ac5c1ed5, 286f637, 182d8bc] SetShowRecent: in recents: 0, id: 30
CST 2026-07-17 20:06:29.839  2205  2205 I C0393b/AceWindowScene: [a92ab11ac5c1ed5, 286f637, 182d8bc] [(100000:100000:scope)] RemoveChild StartingWindow, 2418
CST 2026-07-17 20:06:29.839  2205  2205 I C0393b/AceWindowScene: [a92ab11ac5c1ed5, 286f637, 182d8bc] [(100000:100000:scope)] RemoveChild AppWindow, 2418
CST 2026-07-17 20:06:29.839  2205  2205 I C0393b/AceWindowScene: [a92ab11ac5c1ed5, 286f637, 182d8bc] [(100000:100000:scope)] RemoveChild SnapshotWindow, 2418
CST 2026-07-17 20:06:29.839  2205  2205 I C0393b/AceWindowScene: [a92ab11ac5c1ed5, 286f637, 182d8bc] [(100000:100000:scope)] RemoveChild BlankWindow, 2418
CST 2026-07-17 20:06:29.839  2205  2205 I C0393b/AceWindowScene: [a92ab11ac5c1ed5, 286f637, 182d8bc] [(100000:100000:scope)] RemoveChild NewAppWindow, 2418
CST 2026-07-17 20:06:29.839  2205  2205 I C01406/OHOS::RS: [a92ab11ac5c1ed5, 286f637, 182d8bc] RSSurfaceNode::~RSSurfaceNode, Node: 18498424143874, Name: e3vpna0
CST 2026-07-17 20:06:29.839  2205  2205 W C01406/OHOS::RS: [a92ab11ac5c1ed5, 286f637, 182d8bc] RSNodeMap::UnregisterNode: node id 18498424143874 not found
CST 2026-07-17 20:06:29.839  2205  2275 I C0420a/WMSLife: [a92ab11ac5c1ed5, 176340c, 286f637] NotifyWindowAttachStateChange, persistentId:30
CST 2026-07-17 20:06:29.845  4826  4826 W C02c11/APPSPAWN: mount /mnt/sandbox/100/cn.alfadb.netbird.e3vpna/mnt/storage/external time 9999 us
CST 2026-07-17 20:06:29.845  2205  2205 I C01406/OHOS::RS: [a92ab11ac5c1ed5, 286f637, 182d8bc] RSTransactionHandler::Begin syncId:0, transactionHandler:1679723617, remoteTransactionDataStack.size:0
CST 2026-07-17 20:06:29.845  2205  2205 I C01406/OHOS::RS: [a92ab11ac5c1ed5, 286f637, 182d8bc] RSTransactionHandler::Commit transactionHandler:1679723617
CST 2026-07-17 20:06:29.845  2205  2205 W C01406/OHOS::RS: [a92ab11ac5c1ed5, 286f637, 182d8bc] RSNodeMap::UnregisterNode: node id 9470402888555 not found
CST 2026-07-17 20:06:29.845  2205  2205 I C01406/OHOS::RS: [a92ab11ac5c1ed5, 286f637, 182d8bc] RSSurfaceNode::~RSSurfaceNode, Node: 9470402888555, Name: WindowScene_e3vpna30
CST 2026-07-17 20:06:29.845  2205  2205 I C01406/RSNode: [a92ab11ac5c1ed5, 286f637, 182d8bc] RSNode::AddChild, Id: 9470402888554, SurfaceNode:[Id: 9470402888566, name: WindowScene_e3vpna30]
CST 2026-07-17 20:06:29.845  2205  2205 I C04204/WMSScb: [a92ab11ac5c1ed5, 286f637, 182d8bc] GetSurfaceNode: id: 30, surfaceNode: RSNode is null, original: RSUIContext [token: 9470402887681, tid: 2205]
CST 2026-07-17 20:06:29.845  2205  2205 W C0393b/AceWindowScene: [a92ab11ac5c1ed5, 286f637, 182d8bc] [(100000:100000:scope)] OnAttachToFrameNode id: 30, node id: 2418, name: cn.alfadb.netbird.e3vpna, state: 0, in recents: 0, appLockControl: 0, prelaunch: 0
CST 2026-07-17 20:06:29.846  2205  2205 I C04216/WMSPattern: [a92ab11ac5c1ed5, 286f637, 182d8bc] GetCallerSessionColorMode: bundle cn.alfadb.netbird.e3vpna, caller 
CST 2026-07-17 20:06:29.846  2205  2205 I C04216/WMSPattern: [a92ab11ac5c1ed5, 286f637, 182d8bc] GetIsDarkFromConfiguration: colorMode: light
CST 2026-07-17 20:06:29.846  2205  2205 I C04216/WMSPattern: [a92ab11ac5c1ed5, 286f637, 182d8bc] GetIsDarkFromConfiguration: colorMode: light
CST 2026-07-17 20:06:29.846  2205  2205 I C04216/WMSPattern: [a92ab11ac5c1ed5, 286f637, 182d8bc] GetStartWindowColorFollowApp: follow sys: cn.alfadb.netbird.e3vpna
CST 2026-07-17 20:06:29.846  2205  2205 W C04216/WMSPattern: [a92ab11ac5c1ed5, 286f637, 182d8bc] GetStartingWindowInfoFromCache: fff2f6f8, resource:///16777217.svg, 0, , 0
CST 2026-07-17 20:06:29.846  2205  2205 I C04216/WMSPattern: [a92ab11ac5c1ed5, 286f637, 182d8bc] GetCallerSessionColorMode: bundle cn.alfadb.netbird.e3vpna, caller 
CST 2026-07-17 20:06:29.846  2205  2205 I C04216/WMSPattern: [a92ab11ac5c1ed5, 286f637, 182d8bc] GetIsDarkFromConfiguration: colorMode: light
CST 2026-07-17 20:06:29.846  2205  2205 I C04216/WMSPattern: [a92ab11ac5c1ed5, 286f637, 182d8bc] GetIsDarkFromConfiguration: colorMode: light
CST 2026-07-17 20:06:29.846  2205  2205 I C04216/WMSPattern: [a92ab11ac5c1ed5, 286f637, 182d8bc] GetStartWindowColorFollowApp: follow sys: cn.alfadb.netbird.e3vpna
CST 2026-07-17 20:06:29.846  2205  2205 I C0393b/AceWindowScene: [a92ab11ac5c1ed5, 286f637, 182d8bc] [(100000:100000:scope)] not preloading starting window id:30
CST 2026-07-17 20:06:29.847  2205  2205 I C0393b/AceWindowScene: [a92ab11ac5c1ed5, 286f637, 182d8bc] [(100000:100000:scope)] AddChild StartingWindow, 2418
CST 2026-07-17 20:06:29.847  2205  2205 I A01b00/SCB: TaskpoolUtil: task sequenceExecute
CST 2026-07-17 20:06:29.847  2205  2205 I A01b00/SCB: TaskpoolUtil: task sequenceExecute finally
CST 2026-07-17 20:06:29.849  2205  2275 E C04203/WMSSub: [a92ab11ac5c1ed5, 176340c, 286f637] NotifyWindowAttachStateChange: SendRequest failed
CST 2026-07-17 20:06:29.849  2205  2275 I C04214/WMSPipeLine: UpdateVisibilityInner: id: 30, visibility: 0 -> 1
CST 2026-07-17 20:06:29.849  2205  2275 I C04207/WMSFocus: NotifyFocusStatus: name: SCBDesktop7/SCBDesktop7/SCBDesktop7, id: 10, isFocused: 0
CST 2026-07-17 20:06:29.850  2205  2205 I C0392a/AceUiExtensionComponent: [(100000:100000:scope)] [@1991][ID: 1] HandleVisibleAreaChange visible: 0, curVisible: 1, ratio: 0.826446, displayArea: RectT (0.00, 0.00) - [1320.00 x 2856.00].
CST 2026-07-17 20:06:29.850  2205  2205 I A04200/WINDOW: [a92ab11ac5c1ed5, 3c4b050, 182d8bc] SCBMultiWindowUtils: [SCBMultiWindowGuideUtils.preferenceFlush]: Succeeded in flushing.
CST 2026-07-17 20:06:29.850   309   537 E C01704/TagSched: [a92abd1ac5cf97d] [OpenQosCtrl]Failed to open qos_ctrl device
CST 2026-07-17 20:06:29.850   309   537 E C01704/TagSched: [a92abd1ac5cf97d] [IsQosHandleOpen]get qosSetHandle_ fail
CST 2026-07-17 20:06:29.850   309   537 E C01704/TagSched: [a92abd1ac5cf97d] [SetQosInternal]qosSetHandle open fail
CST 2026-07-17 20:06:29.850   309   537 I C01706/ueaServer-IntelliSenseServer: [a92abd1ac5cf97d] [ReportWindowFocus]:2205 lost focus in screen 0
CST 2026-07-17 20:06:29.850   309   537 I C01702/CgroupSchedEnhance: [a92abd1ac5cf97d] HandleSceneBoardUnFocusForQos handle sceneboard unfocused!
CST 2026-07-17 20:06:29.850  2205  2205 I A0001b/AA: SubscriberController --> subscribe, success: DESKTOP
CST 2026-07-17 20:06:29.850  2205  2275 W C04207/WMSFocus: NotifyHighlightChange: Invalid [10, 0]
CST 2026-07-17 20:06:29.850  2205  2275 I C04207/WMSFocus: SetHighlightSessionIds: 30
CST 2026-07-17 20:06:29.850  2205  2275 I C03900/Ace: [(-1:100000:singleton)] [com.ohos.sceneboard][phone_sceneboard][100000]: window unfocus
CST 2026-07-17 20:06:29.851   309   537 E C01702/CGS: [a92abd1ac5cf97d] SetThreadSchedPolicy failed; fd = -1
CST 2026-07-17 20:06:29.851   309   537 E C01702/CGS: [a92abd1ac5cf97d] SetThreadSchedPolicy failed; fd = -1
CST 2026-07-17 20:06:29.851   916   916 I C04621/CFWKService: [window_state_manager_lite.cpp:192]NotifyFocusChanged# focus off 2205 20020011, 10
CST 2026-07-17 20:06:29.851  2205  2205 I A0001b/AA: SubscriberController --> onDeskTopEvent event: SCENE_PANEL_EVENT
CST 2026-07-17 20:06:29.851   309   537 E C01702/CgroupUtils: [a92abd1ac5cf97d] SetThreadPolicyAndReport set <private> <private> to group <private> failed, ret=-1!
CST 2026-07-17 20:06:29.851  2205  2205 I A0001b/AA: SubscriberController --> onDeskTopEvent CUSTOM_SCENE_PANEL_EVENT: true
CST 2026-07-17 20:06:29.851  2205  2205 I A04200/WINDOW: SCBMultiWindowManager: receive custom scenePanel event to: 1
CST 2026-07-17 20:06:29.851   309   539 E C01731/SUSPEND_MSG: [a92abc1ac5cf8e6] [(ThawOneApplication):37] suspend manager is not ready.
CST 2026-07-17 20:06:29.851  2205  4282 I C04207/WMSFocus: NotifyRssThawApp, uid: 20020011
CST 2026-07-17 20:06:29.851  2205  2205 I A04200/WINDOW: SCBSceneSessionManagerSubscriber --> subscribe, success: SCBSceneSessionManager
CST 2026-07-17 20:06:29.851  2205  2205 I A04200/WINDOW: SCBSSM: handleScenePanelStateChange state: 1
CST 2026-07-17 20:06:29.851  2205  2205 I C04202/WMSMain: NotifySCBRecentStateChange: isRecent update 0
CST 2026-07-17 20:06:29.851  2205  2275 I C04207/WMSFocus: ShiftFocus: displayId: 0, focusedId: 10, nextId: 30, reason: 15
CST 2026-07-17 20:06:29.852  2205  2205 I A04200/WINDOW: SCBSSM: onShiftFocus id: 10 -> 30, displayGroupId: 0
CST 2026-07-17 20:06:29.852  2205  2205 I A01b00/SCB: ViewManagerPolicy --> 10 notifyViewLoseFocus
CST 2026-07-17 20:06:29.852  2205  2205 I A01b0a/GESTURE: SCBGestureManager: onLoseFocus
CST 2026-07-17 20:06:29.852  2205  2275 E C04215/WMSHierarchy: SceneZOrderCheckProcess: ZOrderCheck start
CST 2026-07-17 20:06:29.852  2205  2205 I A01b00/SCB: SCBDesktop --> Desktop lose focus, the scenePanelState is 1
CST 2026-07-17 20:06:29.852  2205  2205 I A01a00/SYS_UI: SystemUIView: onDeskTopChange: false
CST 2026-07-17 20:06:29.852  2205  2277 I C0420c/WMSEvent: LogWinInfo: eid:35,size:9,idList:3|0|1|100|2205|2205|1;4|0|1|101|2205|2205|1;7|0|0|1|2205|2205|1;10|0|0|2|2205|2205|1;17|0|1|3|2205|2205|1;19|0|2048|2200|2205|2205|1;21|0|0|2202|2205|2205|1;25|0|2048|4102|2205|2205|2;30|0|0|102|-1|-1|1|-84,-84,1488,3024;30|0,0|1,1|-84,-84,1488,3024
CST 2026-07-17 20:06:29.853  2205  2205 W A01b01/HOME: ExposureManager --> desktop exposure desktopExposureTimeStart: 168092, lastTime: 322
CST 2026-07-17 20:06:29.853  2205  2205 I A04200/WINDOW: SCBWindowFocusController: setFocusedSession, displayGroupId: 0, sessionId: 30, displayId: 0, screenId: 0
CST 2026-07-17 20:06:29.853  2205  2277 I C0420c/WMSEvent: LogWinInfo: eid:36,size:9,idList:3|0|1|100|2205|2205|1;4|0|1|101|2205|2205|1;7|0|0|1|2205|2205|1;10|0|0|2|2205|2205|1;17|0|1|3|2205|2205|1;19|0|2048|2200|2205|2205|1;21|0|0|2202|2205|2205|1;25|0|2048|4102|2205|2205|2;30|0|0|102|-1|-1|1;30|0,0|1,1|-84,-84,1488,3024
CST 2026-07-17 20:06:29.853  2205  2205 I C03900/Ace: [(100000:100000:scope)] Update application state , state: ON_INACTIVE
CST 2026-07-17 20:06:29.853  2205  2205 I C0391c/AceFocus: [(100000:100000:scope)] Window: 1 lost focus.
CST 2026-07-17 20:06:29.853  2205  2205 I C0391c/AceFocus: [(100000:100000:scope)] Scope(Stack/191) has no last focusNode.
CST 2026-07-17 20:06:29.854  2205  2205 I C0391d/AceMouse: [(100000:100000:scope)] VsyncMouseFormat mouseFormat_ and lastVsyncMouseFormat_ = 0 is same.
CST 2026-07-17 20:06:29.855  4826  4826 W C02c11/APPSPAWN: mount /mnt/sandbox/100/cn.alfadb.netbird.e3vpna/mnt/storage/userExternal time 10000 us
CST 2026-07-17 20:06:29.857   202  2337 I C01d00/accessibility: [(WindowUpdateAll:1027)]WindowUpdateAll start activeWindowId_: 10
CST 2026-07-17 20:06:29.857   202  2337 I C01d00/accessibility: [(WindowUpdateAll:1079)]WindowUpdateAll end activeWindowId_: -1
CST 2026-07-17 20:06:29.860  4826  4826 W C02c11/APPSPAWN: mount /mnt/sandbox/100/cn.alfadb.netbird.e3vpna/mnt/storage/hmdfs time 5000 us
CST 2026-07-17 20:06:29.860  4826  4826 W C02c11/APPSPAWN: errno:2 bind mount /data/preload/app to /mnt/sandbox/100/cn.alfadb.netbird.e3vpna/data/preload/app
CST 2026-07-17 20:06:29.866  4826  4826 W C02c11/APPSPAWN: mount /mnt/sandbox/100/cn.alfadb.netbird.e3vpna/mnt/storage/ANCO_APP_DATA time 5999 us
CST 2026-07-17 20:06:29.867   251   505 I C02803/InputWindowsManager: [|8263]newMainDisplayInfo:0, oldMainDisplayInfo:0
CST 2026-07-17 20:06:29.867  5208  5208 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5208 2000 2000] failed
CST 2026-07-17 20:06:29.867   251   505 I C02803/InputWindowsManager: [|8263]newMainDisplayInfo:0, oldMainDisplayInfo:0
CST 2026-07-17 20:06:29.867  5208  5208 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5208 2000 2000] failed
CST 2026-07-17 20:06:29.867  5208  5208 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:29.867   251   505 I C02803/InputWindowsManager: [|2067]19|0|2758|1320|98|1,0|0|1320|98
CST 2026-07-17 20:06:29.868   251   505 I C02803/InputWindowsManager: [|8263]newMainDisplayInfo:0, oldMainDisplayInfo:0
CST 2026-07-17 20:06:29.868   251   505 I C02803/InputWindowsManager: [|8263]newMainDisplayInfo:0, oldMainDisplayInfo:0
CST 2026-07-17 20:06:29.868   251   505 I C02803/InputWindowsManager: [|2067]19|0|2758|1320|98|1,0|0|1320|98
CST 2026-07-17 20:06:29.868  4826  4826 E C02c11/APPSPAWN: [sandbox_dec.c:180]open dec file fail.
CST 2026-07-17 20:06:29.868  4826  4826 I C05a03/Selinux: Hap type for cn.alfadb.netbird.e3vpna is changing from u:r:appspawn:s0 to o:r:debug_hap:s0:x94,x334,x512,x868,x1024
CST 2026-07-17 20:06:29.869  4826  4826 I C05a03/Selinux: Hap setcon finish for cn.alfadb.netbird.e3vpna
CST 2026-07-17 20:06:29.871  4826  5210 W C057c1/IPCWorkThread: ThreadHandler: proto:0 policy:1 name:OS_IPC_0_5210 invoker:3356960
CST 2026-07-17 20:06:29.872  4826  4826 I C05a05/SecCompEnhanceClient: [RegisterCheckCallback]Register secComp: sessionId=3898886414, seqNum=******537.
CST 2026-07-17 20:06:29.872  4826  5211 W C057c1/IPCWorkThread: ThreadHandler: proto:0 policy:0 name:OS_IPC_1_5211 invoker:3357536
CST 2026-07-17 20:06:29.873   310  1768 I C05a01/ATM: [RegisterSecCompEnhance]Register sec comp enhance success, pid 4826, total 11.
CST 2026-07-17 20:06:29.873  4826  4826 I C02d0b/HICHECKER: hichecker param is empty.
CST 2026-07-17 20:06:29.873  4826  4826 I C04500/webview: SelectWebcoreBeforeProcessRun: SelectWebcoreBeforeProcessRun for app cn.alfadb.netbird.e3vpna.
CST 2026-07-17 20:06:29.873  4826  4826 I C04500/webview: CalculateActiveWebEngineVersion: CalculateActiveWebEngineVersion, enforce EVERGREEN
CST 2026-07-17 20:06:29.873  4826  4826 I C01317/AppKit: [MTHRD3220]mainthread start, pid:4826
CST 2026-07-17 20:06:29.873   165   165 I C02c11/APPSPAWN: Child process:cn.alfadb.netbird.e3vpna success pid:4826 appId:32 result:0
CST 2026-07-17 20:06:29.873   165   165 I C02c11/APPSPAWN: Add cn.alfadb.netbird.e3vpna,pid=4826 success
CST 2026-07-17 20:06:29.873   165   165 I C02c11/APPSPAWN: watch app process pid:4826,pidFd:40
CST 2026-07-17 20:06:29.873   165   165 E C02c11/APPSPAWN: [appspawn_cgroup.c:54]Failed to open file errno: 2 path: /dev/pids/100/cn.alfadb.netbird.e3vpna/app_4826/cgroup.procs
CST 2026-07-17 20:06:29.873   165   165 E C02c11/APPSPAWN: [appspawn_cgroup.c:158]write pid to cgroup.procs fail /dev/pids/100/cn.alfadb.netbird.e3vpna/app_4826/cgroup.procs
CST 2026-07-17 20:06:29.873   165   165 I C02c11/APPSPAWN: SendMessageComplete connectionId:3 result:0 app:cn.alfadb.netbird.e3vpna pid:4826
CST 2026-07-17 20:06:29.874   728  4791 I C02c11/APPSPAWN_CLIENT: [a92ab11ac5c1ed5, 2e68466, 1b1865b] AppSpawnClientSendMsg reqId:33 fd:170 end result:0x0 pid:4826
CST 2026-07-17 20:06:29.874   728  4791 I C01311/AppMS: [a92ab11ac5c1ed5, 2e68466, 1b1865b] [ASC667]pid4826
CST 2026-07-17 20:06:29.874   728  4791 I C01311/AppMS: [a92ab11ac5c1ed5, 2e68466, 1b1865b] [AMSI5724]spawned pname_cn.alfadb.netbird.e3vpna, pid_4826, idx_0
CST 2026-07-17 20:06:29.874  4826  5212 I C02d06/XCollie: init default task finished.
CST 2026-07-17 20:06:29.874   815   815 I C02b91/AVSession: [a92ab11ac5c1ed5, 3a9ac2c, 2e68466] [HandleAppStateChanged]uid=20020062|pid=4826|state=0
CST 2026-07-17 20:06:29.874   210   290 I C02b83/AudioServiceAppStateListener: [a92ab11ac5c1ed5, 379b4a7, 2e68466] [OnAppStateChanged]app state changed, bundleName=cn.alfadb.netbird.e3vpna uid=20020062 pid=4826 state=0
CST 2026-07-17 20:06:29.874   728  4791 W C01336/AMS: [a92ab11ac5c1ed5, 2e68466, 1b1865b] [resident_process_manager.cpp269]rdbResult: 5
CST 2026-07-17 20:06:29.875   728  4788 W C01123/BMSCommon: [a92ab11ac5c1ed5, 3bed5ef, 2e68466] uid(2000) invalid
CST 2026-07-17 20:06:29.875   728  4788 I C01311/AppMS: [a92ab11ac5c1ed5, 33ab7ad, 2e68466] [ASOM755]b:cn.alfadb.netbird.e3vpna pid:4826 u:20020062 pt:0 et:255 pName:cn.alfadb.netbird.e3vpna ru:-1 tMode:0 cPid:5196 cU:2000
CST 2026-07-17 20:06:29.876   309   372 I C01706/ueaServer-FrameMsgIntf: [a92ab11ac5c1ed5, 1d803b0, 2fa3202] ReportProcessInfo pid is 4826, uid is 20020062
